temporada;data_jogo;rodada;time_casa;time_fora;gols_casa;gols_fora;placar;resultado
2013;2013-09-08 16:00:00;19;Cruzeiro-MG;Flamengo-RJ;1;0;1-0;Vitória Casa
2013;2013-09-08 16:00:00;19;Corinthians-SP;Nautico-PE;0;0;0-0;Empate
2013;2013-09-08 18:30:00;19;Vasco da Gama-RJ;Atletico-PR;0;0;0-0;Empate
2013;2013-09-08 18:30:00;19;Criciuma-SC;Botafogo-RJ;1;2;1-2;Vitória Fora
2013;2013-09-11 19:30:00;20;Atletico-PR;Fluminense-RJ;1;1;1-1;Empate
2013;2013-09-11 21:00:00;20;Bahia-BA;Criciuma-SC;2;2;2-2;Empate
2013;2013-09-11 21:00:00;20;Goias-GO;Cruzeiro-MG;1;2;1-2;Vitória Fora
2013;2013-09-11 21:50:00;20;Botafogo-RJ;Corinthians-SP;1;0;1-0;Vitória Casa
2013;2013-09-11 21:50:00;20;Nautico-PE;Gremio-RS;0;2;0-2;Vitória Fora
2013;2013-09-11 21:50:00;20;Portuguesa-SP;Vasco da Gama-RJ;2;0;2-0;Vitória Casa
2013;2013-09-12 19:30:00;20;Internacional-RS;Vitoria-BA;2;2;2-2;Empate
2013;2013-09-12 21:00:00;20;Sao Paulo-SP;Ponte Preta-SP;1;0;1-0;Vitória Casa
2013;2013-09-12 21:00:00;20;Atletico-MG;Coritiba-PR;3;0;3-0;Vitória Casa
2013;2013-09-12 21:00:00;20;Flamengo-RJ;Santos-SP;2;1;2-1;Vitória Casa
2013;2013-09-14 18:30:00;21;Cruzeiro-MG;Atletico-PR;1;0;1-0;Vitória Casa
2013;2013-09-14 21:00:00;21;Fluminense-RJ;Portuguesa-SP;2;1;2-1;Vitória Casa
2013;2013-09-15 16:00:00;21;Vasco da Gama-RJ;Sao Paulo-SP;0;2;0-2;Vitória Fora
2013;2013-09-15 16:00:00;21;Corinthians-SP;Goias-GO;1;2;1-2;Vitória Fora
2013;2013-09-15 16:00:00;21;Ponte Preta-SP;Flamengo-RJ;1;1;1-1;Empate
2013;2013-09-15 16:00:00;21;Criciuma-SC;Internacional-RS;0;1;0-1;Vitória Fora
2013;2013-09-15 16:00:00;21;Coritiba-PR;Bahia-BA;2;2;2-2;Empate
2013;2013-09-15 18:30:00;21;Santos-SP;Botafogo-RJ;1;2;1-2;Vitória Fora
2013;2013-09-15 18:30:00;21;Vitoria-BA;Nautico-PE;2;1;2-1;Vitória Casa
2013;2013-09-15 18:30:00;21;Gremio-RS;Atletico-MG;0;1;0-1;Vitória Fora
2013;2013-09-18 19:30:00;22;Vasco da Gama-RJ;Vitoria-BA;1;2;1-2;Vitória Fora
2013;2013-09-18 19:30:00;22;Gremio-RS;Santos-SP;1;1;1-1;Empate
2013;2013-09-18 21:00:00;22;Criciuma-SC;Fluminense-RJ;1;2;1-2;Vitória Fora
2013;2013-09-18 21:00:00;22;Coritiba-PR;Goias-GO;2;2;2-2;Empate
2013;2013-09-18 21:50:00;22;Sao Paulo-SP;Atletico-MG;1;0;1-0;Vitória Casa
2013;2013-09-18 21:50:00;22;Ponte Preta-SP;Corinthians-SP;2;0;2-0;Vitória Casa
2013;2013-09-18 21:50:00;22;Cruzeiro-MG;Botafogo-RJ;3;0;3-0;Vitória Casa
2013;2013-09-19 19:30:00;22;Flamengo-RJ;Atletico-PR;2;4;2-4;Vitória Fora
2013;2013-09-19 21:00:00;22;Portuguesa-SP;Nautico-PE;3;0;3-0;Vitória Casa
2013;2013-09-19 21:00:00;22;Bahia-BA;Internacional-RS;2;0;2-0;Vitória Casa
2013;2013-09-21 18:30:00;23;Fluminense-RJ;Coritiba-PR;1;1;1-1;Empate
2013;2013-09-21 21:00:00;23;Vitoria-BA;Gremio-RS;0;0;0-0;Empate
2013;2013-09-22 16:00:00;23;Internacional-RS;Portuguesa-SP;0;1;0-1;Vitória Fora
2013;2013-09-22 16:00:00;23;Nautico-PE;Flamengo-RJ;0;0;0-0;Empate
2013;2013-09-22 16:00:00;23;Goias-GO;Sao Paulo-SP;1;0;1-0;Vitória Casa
2013;2013-09-22 16:00:00;23;Botafogo-RJ;Bahia-BA;1;2;1-2;Vitória Fora
2013;2013-09-22 16:00:00;23;Corinthians-SP;Cruzeiro-MG;0;0;0-0;Empate
2013;2013-09-22 18:30:00;23;Santos-SP;Criciuma-SC;2;1;2-1;Vitória Casa
2013;2013-09-22 18:30:00;23;Atletico-MG;Vasco da Gama-RJ;2;1;2-1;Vitória Casa
2013;2013-09-22 18:30:00;23;Atletico-PR;Ponte Preta-SP;1;0;1-0;Vitória Casa
2013;2013-09-28 18:30:00;24;Nautico-PE;Coritiba-PR;3;0;3-0;Vitória Casa
2013;2013-09-28 18:30:00;24;Goias-GO;Fluminense-RJ;1;2;1-2;Vitória Fora
2013;2013-09-28 21:00:00;24;Botafogo-RJ;Ponte Preta-SP;0;1;0-1;Vitória Fora
2013;2013-09-29 16:00:00;24;Bahia-BA;Vasco da Gama-RJ;0;0;0-0;Empate
2013;2013-09-29 16:00:00;24;Portuguesa-SP;Corinthians-SP;4;0;4-0;Vitória Casa
2013;2013-09-29 16:00:00;24;Sao Paulo-SP;Gremio-RS;0;1;0-1;Vitória Fora
